tecnologia,titulo,empresa,ubicacion,salario_medio,demanda_total
Scratch,Partnership Country Launcher South-Eastern Europe Markets,Factorial,"Barcelona, Cataluña",100000.0,412
Scratch,Global Marketing Manager,IKIGAI Talent Group,"Barcelona, Cataluña",80000.0,412
Scratch,Cloud Engineer,RED Global,Madrid,,412
Scratch,Java Senior Developer,INNOCV Solutions,"Madrid, Comunidad de Madrid",80000.0,412
Scratch,Partnership Country Launcher South-Eastern Europe Markets,Factorial,"Barcelona, Cataluña",80000.0,412
Scratch,Quality Management System Coordinator,Destinus,España,,412
Scratch,Data Engineer ( Snowflake ),Plain Concepts,España,,412
Scratch,Senior Data Engineer,Plain Concepts,España,,412
Scratch,Partnership Country Launcher Middle-East Markets,Factorial,"Barcelona, Cataluña",100000.0,412
Scratch,PHP Developer M/F,Akkodis,España,,412
Scratch,Junior Sales Development Representative - Italian & English Speaker,SoftwareOne,Barcelona,,412
Scratch,"Head of Quality, Content and Training (QCT)",Factorial,"Barcelona, Cataluña",100000.0,412
Scratch,Scraping Engineer (Web scraping & Anti-bot),Infatica.io,España,,412
Scratch,PROFESORES/AS DE PROGRAMACIÓN Y ROBÓTICA PARA CLASES EXTRAESCOLARES EN MADRID Y ALCOBENDAS,STEAM FUTURE ACADEMY,España,,412
Scratch,PROFESORES/AS DE PROGRAMACIÓN Y ROBÓTICA PARA CLASES EXTRAESCOLARES EN MADRID Y ALCOBENDAS,STEAM FUTURE ACADEMY,"Madrid, Comunidad de Madrid",80000.0,412
Scratch,Head of Operations (Compliance),FEROKILL,"Valencia, Comunidad Valenciana",80000.0,412
Scratch,Monitora Robòtica Educativa,Meca Centre,"Oña, Burgos",,412
Scratch,Full-Stack Engineer // Java// Contract // Remote,The Agile Monkeys,España,,412
Scratch,Full-Stack Engineer // Contract // Remote,The Agile Monkeys,España,,412
Scratch,User Acquisition Manager (Apps),EXOGROUP,"Sant Adrià de Besòs, Barcelona",,412
Scratch,Scraping Tech Lead (Web scraping & Anti-bot),Infatica.io,España,,412
Scratch,Sr. Sales Account Executive (New Logo),Tungsten Automation,España,,412
Scratch,Profesor/a extraescolar de Robótica Educativa,Rockbotic,España,26000.0,412
Scratch,Head of Operations (Compliance),FEROKILL,"Madrid, Comunidad de Madrid",100000.0,412
Scratch,Lead Software Engineer- Java (Hands on)- Nutmeg,Description Nutmeg,España,,412
Scratch,Head of Affiliate Marketing,Ruby Labs,España,80000.0,412
Scratch,Front End Engineer,European Tech Recruit,Ávila,,412
Scratch,Front End Engineer,European Tech Recruit,Zamora,,412
Scratch,Front End Engineer,European Tech Recruit,Burgos,,412
Scratch,Asistente de CEO / Estrategia y Negocio (Prácticas),Amelia,"Madrid, Comunidad de Madrid",137500.0,412
Scratch,Desarrolladores/as Salesforce (Varios perfiles),Grupo NS,España,,412
Scratch,Content Manager,BrainRocket,España,,412
Scratch,Data Center Operations Manager - Systems Integrator,Hamilton Barnes Associates Limited,"Madrid, Comunidad de Madrid",80000.0,412
Scratch,Sr. Sales Account Executive (New Logo),Tungsten Automation,España,,412
Scratch,People Director,Page Executive,"Madrid, Comunidad de Madrid",100000.0,412
Scratch,Java Senior Developer,INNOCV Solutions S.L.U.,Madrid,,412
Scratch,Strategic Partnership Manager DACH – Founding Factorial IT,Factorial,"Sant Adrià de Besòs, Barcelona",50000.0,412
Scratch,Digital Business Strategy - Advisory Senior Manager,JAKALA,"Madrid, Comunidad de Madrid",80000.0,412
Scratch,Strategic Partnership Manager Portuguese Market - Founding Factorial IT,Factorial,"Sant Adrià de Besòs, Barcelona",42500.0,412
Scratch,Dutch Speaking Onboarding Account Manager,Eco Plus Solutions AB,España,,412
Scratch,Senior Node.js Developer,BrainRocket,España,,412
Scratch,Desarrolladores/as Salesforce (Varios perfiles),Grupo NS,España,,412
Scratch,Senior Node.js Developer,BrainRocket,España,,412
Scratch,Senior Node.js Developer (RIKI),BrainRocket,España,,412
Scratch,Sales Director Spain,"Psicotec, SA",España,80000.0,412
Scratch,"Junior Developer, presencial",Appdrawn,España,,412
Scratch,Partner Development Manager - Barcelona,Factorial,"Barcelona, Cataluña",80000.0,412
Scratch,Project Finance Specialist,Trina Solar,Madrid,,412
Scratch,Sales Director (HealthTech),IKIGAI Talent Group,"Barcelona, Cataluña",80000.0,412
Scratch,Middle/Senior ML Engineer (GenAI),Provectus,España,,412
Scratch,Design Verification Engineer - Data Fabric Systems (relocation to Romania),Luxoft,"Madrid, Comunidad de Madrid",80000.0,412
Scratch,Global Sourcing Strategy Lead (Talent Acquisition),FeverUp,"Madrid, Comunidad de Madrid",80000.0,412
Scratch,Head of Growth,PowerUp Talent,"Madrid, Comunidad de Madrid",100000.0,412
Scratch,Head of Growth,PowerUp Talent,"Barcelona, Cataluña",100000.0,412
Scratch,Business Development Representative - Europe,Scalesource,España,34.0,412
Scratch,IT Operations Engineer (m/f/d),Ververica GmbH,España,,412
Scratch,Business Development Manager,Writesonic,España,110.0,412
Scratch,Lead Producer (Mobile F2P - Licensed IP),UserWise Services,España,,412
Scratch,Web Content Specialist German Market- Permanent (W/M/X),Veepee,Barcelona,,412
Scratch,Web Content Specialist German Market- Fixed Term (W/M/X),Veepee,Barcelona,,412
Scratch,Senior Full Stack Developer (Node.js & React),BrainRocket,España,,412
Scratch,Senior Accountant - Finance Integration Lead,,Barcelona,,412
Scratch,Data Engineer (Hybrid in Barcelona),,Barcelona,55000.0,412
Scratch,Partner Development Lead,Factorial HR,"Barcelona, Cataluña",100000.0,412
Ada programming language,Embedded Software Engineer,Airbus Defence and Space,"Getafe, Madrid",80000.0,3
Ada programming language,Embedded Software Engineer (Space),Bright Horizons,Madrid,,3
Ada programming language,Embedded Software Engineer,Airbus,"Getafe, Madrid",,3
Assembly language,Senior Malware Analyst (Android) - Barcelona,Cognizant,Barcelona,,10
Assembly language,Staff Firmware and Operating System Engineer,Openchip And Software Technologies SL,"Esplugues de Llobregat, Barcelona",,10
Assembly language,Senior Firmware & OS Engineer,Openchip And Software Technologies SL,"Esplugues de Llobregat, Barcelona",,10
Assembly language,Senior Python Developer,Luxoft,España,,10
Assembly language,Performance Engineer - Open Source,Canonical,"Barcelona, Cataluña",80000.0,10
Assembly language,Junior Security Software Engineer,Openchip And Software Technologies SL,"Esplugues de Llobregat, Barcelona",,10
Assembly language,Senior Security Software Engineer,Openchip And Software Technologies SL,"Esplugues de Llobregat, Barcelona",,10
Assembly language,Staff Security Software Engineer,Openchip And Software Technologies SL,"Esplugues de Llobregat, Barcelona",,10
Assembly language,Security Software Engineering Manager,Openchip & Software Technologies,"Barcelona, Cataluña",100000.0,10
Assembly language,Business R&D Senior Professional,Hitachi Energy,Zaragoza,,10
Kotlin,Senior Kotlin Developer,,España,,284
Kotlin,Senior Android Developer - Kotlin,Cross Border Talents,España,39.0,284
Kotlin,Senior Kotlin Multiplatform Engineer,N-iX,España,,284
Kotlin,Lead/Senior Kotlin Engineer,N-iX,España,,284
Kotlin,Desarrollador Mobile Senior (Kotlin Multiplatform),Star1Rocket,Madrid,,284
Kotlin,Backend Developer (Go/Kotlin) ID48361,AgileEngine,Valencia,,284
Kotlin,Backend Developer (Go/Kotlin) ID48361,AgileEngine,Barcelona,,284
Kotlin,Backend Developer (Go/Kotlin) ID48361,AgileEngine,Madrid,,284
Kotlin,Senior Backend Engineer (Kotlin/Java),Jobgether,España,,284
Kotlin,Android Senior Developer (Java / Kotlin),ITERATION MOBILE S.L,"Getafe, Madrid",,284
Kotlin,Beca Talentum - Desarrollador Backend Kotlin,Telefónica,España,,284
Kotlin,"Android Engineer, Kotlin (Earn Experience)",Bitpanda,España,,284
Kotlin,Freelance Software Developer (Kotlin) - AI Trainer,Mindrift,España,,284
Kotlin,Software Engineer – Business Central & Java/Kotlin,lastminute.com,Madrid,,284
Kotlin,Senior Fullstack Engineer (Java/kotlin  React),Parser Limited,Madrid,,284
Kotlin,Backend Tech Lead (Go/Kotlin) ID48362,AgileEngine,Madrid,,284
Kotlin,Backend Tech Lead (Go/Kotlin) ID48362,AgileEngine,Valencia,,284
Kotlin,Backend Tech Lead (Go/Kotlin) ID48362,AgileEngine,Barcelona,,284
Kotlin,Android Developer (Kotlin Multiplatform  React Native),INNOCV Solutions S.L.U.,Madrid,,284
Kotlin,Senior Fullstack Engineer (Java / Kotlin  React),Parser,"Madrid, Comunidad de Madrid",80000.0,284
Kotlin,"Senior Back-End Developer, Engineering (Java / Kotlin)",Echo Base,España,,284
Kotlin,(1) Senior Fullstack Engineer (Java/Kotlin  React),Talent-R,España,,284
Kotlin,HQ - Senior Backend Engineer (Kotlin) - EMEA Remote,Job&Talent,España,,284
Kotlin,Senior Full-Stack Engineer: Java/Kotlin  React Fintech,Parser,"Madrid, Comunidad de Madrid",80000.0,284
Kotlin,Analista Desarrollador / Arquitecto Kotlin – 100% TELETRABAJO M/F,Akka Technologies,España,,284
Kotlin,Senior Android Developer,Workana,España,3250.0,284
Kotlin,"Senior Developer Java Spring Boot, hibrido",PANEL Sistemas Informáticos,España,,284
Kotlin,Android Developer,Smadex SLU,Barcelona,,284
Kotlin,Software Engineer Senior,Tecdata,"Madrid, Comunidad de Madrid",100000.0,284
Kotlin,Senior Mobile Engineer (Android),Parser Limited,España,,284
Kotlin,Android Engineer,FeverUp,España,,284
Kotlin,"Tech Lead, Android Core Product - Barcelona, Spain",Speechify,España,,284
Kotlin,"Tech Lead, Android Core Product - San Sebastián, Spain",Speechify,España,,284
Kotlin,"Tech Lead, Android Core Product - Malaga, Spain",Speechify,España,,284
Kotlin,Especialista en desarrollo Mobile,"NTT America, Inc.",España,,284
Kotlin,Especialista en desarrollo Mobile,"NTT America, Inc.",Murcia,,284
Kotlin,Especialista en desarrollo Mobile,"NTT America, Inc.",Badajoz,,284
Kotlin,Especialista en desarrollo Mobile,"NTT America, Inc.",Ciudad Real,,284
Kotlin,Especialista en desarrollo Mobile,"NTT America, Inc.",Santa Cruz de Tenerife,,284
Kotlin,Especialista en desarrollo Mobile,"NTT America, Inc.","Castellón, Comunidad Valenciana",,284
Kotlin,Especialista en desarrollo Mobile,"NTT America, Inc.",Granada,,284
Kotlin,Especialista en desarrollo Mobile,"NTT America, Inc.",León,,284
Kotlin,Especialista en desarrollo Mobile,"NTT America, Inc.",Salamanca,,284
Kotlin,Especialista en desarrollo Mobile,"NTT America, Inc.","Valsequillo de Gran Canaria, Las Palmas",,284
Kotlin,Especialista en desarrollo Mobile,"NTT America, Inc.",Huesca,,284
Kotlin,Especialista en desarrollo Mobile,"NTT America, Inc.",Cáceres,,284
Kotlin,Especialista en desarrollo Mobile,"NTT America, Inc.","Alicante, Comunidad Valenciana",,284
Kotlin,Especialista en desarrollo Mobile,"NTT America, Inc.",Málaga,,284
Kotlin,Software Engineer – Backend Development,Allot,"Torrelodones, Madrid",,284
Kotlin,Desarrollador de Android,Empresa Confidencial,España,,284
Kotlin,Telematics Software Engineer (Rust),Cooltra,Barcelona,,284
Kotlin,Senior Android Engineer – Scale a Crypto Trading App,jobr.pro,"Barcelona, Cataluña",80000.0,284
Kotlin,Staff Software Engineer - Replication & Cloud DR,Cloudera,"Cataluña, España",80000.0,284
Kotlin,Senior Software Engineer - SFDR Team (Remote/Hybrid Spain),Clarity AI,"Sevilla, Andalucía",80000.0,284
Kotlin,"Senior Full-Stack Engineer, Remote — Demo Experience Platform",Pleo,"Madrid, Comunidad de Madrid",80000.0,284
Kotlin,Android Developer - Remote/Hybrid  Relocation Support,Revolut Ltd,"Madrid, Comunidad de Madrid",100000.0,284
Kotlin,(2) Senior Backend Engineer | Hybrid | B2B Travel Platform,Talent-R,España,,284
Kotlin,Lead Software Engineer – Cloud-Native Platform Architect,Swiss Re,"Madrid, Comunidad de Madrid",80000.0,284
Kotlin,Replication Platform Engineer - Scale & DR (Hybrid),Cloudera,"Madrid, Comunidad de Madrid",100000.0,284
Kotlin,Android Engineer for Trading App - Hybrid/Remote,Bitpanda GmbH,"Barcelona, Cataluña",80000.0,284
Kotlin,Senior Native Lead Engineer - Customer Experience,eDreams ODIGEO,"Barcelona, Cataluña",80000.0,284
Kotlin,Staff Software Engineer (Replication Manager),Cloudera,"Cataluña, España",80000.0,284
Kotlin,Android developer,Planner5D,España,,284
Kotlin,Software Engineer - Risk,Santander,España,,284
Kotlin,"Software Engineer - Risk, Payments & Accounting(Backend)",Banco Santander,"Boadilla del Monte, Madrid",,284
Kotlin,Android Engineer – Muscle Booster,Welltech,España,,284
Kotlin,Mobile Developer,Henneo,"Madrid, Comunidad de Madrid",,284
Kotlin,Mobile Engineer,Teya,Madrid,,284
Kotlin,Lead Technical Writer,MIRA CONSTRUCTION L.L.C,España,,284
Kotlin,Analista Aplicaciones móviles – 100% Teletrabajo,Azertuim IT,España,,284
Kotlin,Sr Android Developer,Solera,España,,284
Kotlin,Ingeniero de desarrollo de software,domestiko.com,"Pozuelo de Alarcón, Madrid",,284
Kotlin,Middle Python Engineer,N-iX,España,,284
Kotlin,Software Engineer (Android) ID48356,AgileEngine,Barcelona,,284
Kotlin,Software Engineer (Android) ID48356,AgileEngine,Madrid,,284
Kotlin,Software Engineer (Android) ID48356,AgileEngine,Valencia,,284
Kotlin,Senior QA Engineer,LeoVegas Group,España,,284
Kotlin,Mobile Software Engineer ID47192,AgileEngine,Barcelona,,284
Kotlin,Mobile Software Engineer ID47192,AgileEngine,Madrid,,284
Kotlin,Mobile Software Engineer ID47192,AgileEngine,Valencia,,284
Kotlin,Fullstack Developer,Veepee,Barcelona,,284
Kotlin,Mobile Architect,El Corte Ingles,España,,284
Kotlin,HQ - Senior Android Engineer (EMEA Remote),Job&Talent,España,,284
Kotlin,Staff Android Engineer (all genders),Urban Sports Club,España,,284
Kotlin,Desarrollador/a Fullstack con foco en Frontend,Veepee,España,,284
Kotlin,Desarrollador/a Fullstack con foco en Frontend,Veepee,Barcelona,,284
Kotlin,Software Engineer III- Back End- Madrid- Mid Level,JPMorganChase,España,,284
Kotlin,Product Engineer (Android),Wave Mobile Money,España,80000.0,284
Kotlin,Java Developer con Inglés - REMOTO,,Madrid,30000.0,284
Kotlin,Desarrollador/a de Software ERP (SAGE X3),Inycom,A Coruña,,284
Kotlin,Beca Talentum - Backend Software Engineer,Telefónica,España,,284
Kotlin,Android Engineer (Platform),Welltech,Madrid,,284
Kotlin,Senior Mobile Engineer (React Native),Parser Limited,España,,284
Kotlin,Backend Engineer,LeoVegas Group,España,,284
Kotlin,Senior Android Developer,Appodeal,España,,284
Kotlin,Staff Software Engineer (Replication Manager),Cloudera,"Barcelona, Cataluña",100000.0,284
Kotlin,Staff Software Engineer (Replication Manager),Cloudera,"Madrid, Comunidad de Madrid",100000.0,284
Kotlin,Senior Android Developer,Riverbed Technology,"Barcelona, Cataluña",80000.0,284
Kotlin,Senior Software Engineer - Android (m/f/d),Roche,España,,284
Kotlin,Test Automation Engineer,ALS,España,,284
